city;code;pop;uf;date;percent
JANDIRA;3525003;126356;SP;terça-feira, 26/01;0,34
JANDIRA;3525003;126356;SP;segunda-feira, 25/01;0,35
JANDIRA;3525003;126356;SP;domingo, 24/01;0,38
JANDIRA;3525003;126356;SP;sábado, 23/01;0,34
JANDIRA;3525003;126356;SP;sexta-feira, 22/01;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 21/01;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 20/01;0,37
JANDIRA;3525003;126356;SP;terça-feira, 19/01;0,33
JANDIRA;3525003;126356;SP;segunda-feira, 18/01;0,35
JANDIRA;3525003;126356;SP;domingo, 17/01;0,39
JANDIRA;3525003;126356;SP;sábado, 16/01;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 15/01;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 14/01;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 13/01;0,33
JANDIRA;3525003;126356;SP;terça-feira, 12/01;0,33
JANDIRA;3525003;126356;SP;segunda-feira, 11/01;0,37
JANDIRA;3525003;126356;SP;domingo, 10/01;0,41
JANDIRA;3525003;126356;SP;sábado, 09/01;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 08/01;0,33
JANDIRA;3525003;126356;SP;quinta-feira, 07/01;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 06/01;0,32
JANDIRA;3525003;126356;SP;terça-feira, 05/01;0,33
JANDIRA;3525003;126356;SP;segunda-feira, 04/01;0,34
JANDIRA;3525003;126356;SP;domingo, 03/01;0,42
JANDIRA;3525003;126356;SP;sábado, 02/01;0,42
JANDIRA;3525003;126356;SP;sexta-feira, 01/01;0,38
JANDIRA;3525003;126356;SP;quinta-feira, 31/12;0,39
JANDIRA;3525003;126356;SP;quarta-feira, 30/12;0,34
JANDIRA;3525003;126356;SP;terça-feira, 29/12;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 28/12;0,35
JANDIRA;3525003;126356;SP;domingo, 27/12;0,40
JANDIRA;3525003;126356;SP;sábado, 26/12;0,39
JANDIRA;3525003;126356;SP;sexta-feira, 25/12;0,38
JANDIRA;3525003;126356;SP;quinta-feira, 24/12;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 23/12;0,35
JANDIRA;3525003;126356;SP;terça-feira, 22/12;0,32
JANDIRA;3525003;126356;SP;segunda-feira, 21/12;0,33
JANDIRA;3525003;126356;SP;domingo, 20/12;0,37
JANDIRA;3525003;126356;SP;sábado, 19/12;0,33
JANDIRA;3525003;126356;SP;sexta-feira, 18/12;0,33
JANDIRA;3525003;126356;SP;quinta-feira, 17/12;0,33
JANDIRA;3525003;126356;SP;quarta-feira, 16/12;0,35
JANDIRA;3525003;126356;SP;terça-feira, 15/12;0,32
JANDIRA;3525003;126356;SP;segunda-feira, 14/12;0,33
JANDIRA;3525003;126356;SP;domingo, 13/12;0,39
JANDIRA;3525003;126356;SP;sábado, 12/12;0,35
JANDIRA;3525003;126356;SP;quinta-feira, 10/12;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 09/12;0,33
JANDIRA;3525003;126356;SP;terça-feira, 08/12;0,32
JANDIRA;3525003;126356;SP;segunda-feira, 07/12;0,34
JANDIRA;3525003;126356;SP;domingo, 06/12;0,38
JANDIRA;3525003;126356;SP;sábado, 05/12;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 04/12;0,33
JANDIRA;3525003;126356;SP;quinta-feira, 03/12;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 02/12;0,33
JANDIRA;3525003;126356;SP;terça-feira, 01/12;0,34
JANDIRA;3525003;126356;SP;segunda-feira, 30/11;0,33
JANDIRA;3525003;126356;SP;domingo, 29/11;0,37
JANDIRA;3525003;126356;SP;sábado, 28/11;0,36
JANDIRA;3525003;126356;SP;sexta-feira, 27/11;0,33
JANDIRA;3525003;126356;SP;quinta-feira, 26/11;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 25/11;0,34
JANDIRA;3525003;126356;SP;terça-feira, 24/11;0,34
JANDIRA;3525003;126356;SP;segunda-feira, 23/11;0,33
JANDIRA;3525003;126356;SP;domingo, 22/11;0,38
JANDIRA;3525003;126356;SP;sábado, 21/11;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 20/11;0,35
JANDIRA;3525003;126356;SP;quinta-feira, 19/11;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 18/11;0,34
JANDIRA;3525003;126356;SP;terça-feira, 17/11;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 16/11;0,36
JANDIRA;3525003;126356;SP;domingo, 15/11;0,39
JANDIRA;3525003;126356;SP;sábado, 14/11;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 13/11;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 12/11;0,33
JANDIRA;3525003;126356;SP;quarta-feira, 11/11;0,36
JANDIRA;3525003;126356;SP;terça-feira, 10/11;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 09/11;0,35
JANDIRA;3525003;126356;SP;domingo, 08/11;0,40
JANDIRA;3525003;126356;SP;sábado, 07/11;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 06/11;0,36
JANDIRA;3525003;126356;SP;quinta-feira, 05/11;0,31
JANDIRA;3525003;126356;SP;quarta-feira, 04/11;0,34
JANDIRA;3525003;126356;SP;terça-feira, 03/11;0,37
JANDIRA;3525003;126356;SP;segunda-feira, 02/11;0,40
JANDIRA;3525003;126356;SP;domingo, 01/11;0,38
JANDIRA;3525003;126356;SP;sábado, 31/10;0,45
JANDIRA;3525003;126356;SP;sexta-feira, 30/10;0,33
JANDIRA;3525003;126356;SP;quinta-feira, 29/10;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 28/10;0,31
JANDIRA;3525003;126356;SP;terça-feira, 27/10;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 26/10;0,34
JANDIRA;3525003;126356;SP;domingo, 25/10;0,37
JANDIRA;3525003;126356;SP;sábado, 24/10;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 23/10;0,31
JANDIRA;3525003;126356;SP;quinta-feira, 22/10;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 21/10;0,35
JANDIRA;3525003;126356;SP;terça-feira, 20/10;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 19/10;0,36
JANDIRA;3525003;126356;SP;domingo, 18/10;0,39
JANDIRA;3525003;126356;SP;sábado, 17/10;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 16/10;0,38
JANDIRA;3525003;126356;SP;quinta-feira, 15/10;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 14/10;0,35
JANDIRA;3525003;126356;SP;terça-feira, 13/10;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 12/10;0,41
JANDIRA;3525003;126356;SP;domingo, 11/10;0,38
JANDIRA;3525003;126356;SP;sábado, 10/10;0,33
JANDIRA;3525003;126356;SP;sexta-feira, 09/10;0,36
JANDIRA;3525003;126356;SP;quinta-feira, 08/10;0,33
JANDIRA;3525003;126356;SP;quarta-feira, 07/10;0,37
JANDIRA;3525003;126356;SP;terça-feira, 06/10;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 05/10;0,36
JANDIRA;3525003;126356;SP;domingo, 04/10;0,38
JANDIRA;3525003;126356;SP;sábado, 03/10;0,38
JANDIRA;3525003;126356;SP;sexta-feira, 02/10;0,36
JANDIRA;3525003;126356;SP;quinta-feira, 01/10;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 30/09;0,34
JANDIRA;3525003;126356;SP;terça-feira, 29/09;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 28/09;0,34
JANDIRA;3525003;126356;SP;domingo, 27/09;0,43
JANDIRA;3525003;126356;SP;sábado, 26/09;0,36
JANDIRA;3525003;126356;SP;sexta-feira, 25/09;0,35
JANDIRA;3525003;126356;SP;quinta-feira, 24/09;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 23/09;0,35
JANDIRA;3525003;126356;SP;terça-feira, 22/09;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 21/09;0,35
JANDIRA;3525003;126356;SP;domingo, 20/09;0,40
JANDIRA;3525003;126356;SP;sábado, 19/09;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 18/09;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 17/09;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 16/09;0,32
JANDIRA;3525003;126356;SP;terça-feira, 15/09;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 14/09;0,35
JANDIRA;3525003;126356;SP;domingo, 13/09;0,36
JANDIRA;3525003;126356;SP;sábado, 12/09;0,34
JANDIRA;3525003;126356;SP;sexta-feira, 11/09;0,35
JANDIRA;3525003;126356;SP;quinta-feira, 10/09;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 09/09;0,37
JANDIRA;3525003;126356;SP;terça-feira, 08/09;0,37
JANDIRA;3525003;126356;SP;segunda-feira, 07/09;0,39
JANDIRA;3525003;126356;SP;domingo, 06/09;0,37
JANDIRA;3525003;126356;SP;sábado, 05/09;0,36
JANDIRA;3525003;126356;SP;sexta-feira, 04/09;0,35
JANDIRA;3525003;126356;SP;quinta-feira, 03/09;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 02/09;0,36
JANDIRA;3525003;126356;SP;terça-feira, 01/09;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 31/08;0,35
JANDIRA;3525003;126356;SP;domingo, 30/08;0,41
JANDIRA;3525003;126356;SP;sábado, 29/08;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 28/08;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 27/08;0,34
JANDIRA;3525003;126356;SP;quarta-feira, 26/08;0,31
JANDIRA;3525003;126356;SP;terça-feira, 25/08;0,38
JANDIRA;3525003;126356;SP;segunda-feira, 24/08;0,33
JANDIRA;3525003;126356;SP;domingo, 23/08;0,40
JANDIRA;3525003;126356;SP;sábado, 22/08;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 21/08;0,37
JANDIRA;3525003;126356;SP;quinta-feira, 20/08;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 19/08;0,35
JANDIRA;3525003;126356;SP;terça-feira, 18/08;0,38
JANDIRA;3525003;126356;SP;segunda-feira, 17/08;0,37
JANDIRA;3525003;126356;SP;domingo, 16/08;0,43
JANDIRA;3525003;126356;SP;sábado, 15/08;0,36
JANDIRA;3525003;126356;SP;sexta-feira, 14/08;0,37
JANDIRA;3525003;126356;SP;quinta-feira, 13/08;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 12/08;0,39
JANDIRA;3525003;126356;SP;terça-feira, 11/08;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 10/08;0,36
JANDIRA;3525003;126356;SP;domingo, 09/08;0,37
JANDIRA;3525003;126356;SP;sábado, 08/08;0,34
JANDIRA;3525003;126356;SP;sexta-feira, 07/08;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 06/08;0,33
JANDIRA;3525003;126356;SP;quarta-feira, 05/08;0,34
JANDIRA;3525003;126356;SP;terça-feira, 04/08;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 03/08;0,34
JANDIRA;3525003;126356;SP;domingo, 02/08;0,40
JANDIRA;3525003;126356;SP;sábado, 01/08;0,35
JANDIRA;3525003;126356;SP;sexta-feira, 31/07;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 29/07;0,35
JANDIRA;3525003;126356;SP;terça-feira, 28/07;0,35
JANDIRA;3525003;126356;SP;segunda-feira, 27/07;0,38
JANDIRA;3525003;126356;SP;domingo, 26/07;0,39
JANDIRA;3525003;126356;SP;sábado, 25/07;0,36
JANDIRA;3525003;126356;SP;sexta-feira, 24/07;0,34
JANDIRA;3525003;126356;SP;quinta-feira, 23/07;0,35
JANDIRA;3525003;126356;SP;quarta-feira, 22/07;0,34
JANDIRA;3525003;126356;SP;terça-feira, 21/07;0,36
JANDIRA;3525003;126356;SP;segunda-feira, 20/07;0,34
JANDIRA;3525003;126356;SP;domingo, 19/07;0,42
JANDIRA;3525003;126356;SP;sábado, 18/07;0,38
JANDIRA;3525003;126356;SP;sexta-feira, 17/07;0,38
JANDIRA;3525003;126356;SP;quinta-feira, 16/07;0,38
JANDIRA;3525003;126356;SP;quarta-feira, 15/07;0,38
JANDIRA;3525003;126356;SP;terça-feira, 14/07;0,40
JANDIRA;3525003;126356;SP;segunda-feira, 13/07;0,38
JANDIRA;3525003;126356;SP;domingo, 12/07;0,43
JANDIRA;3525003;126356;SP;sábado, 11/07;0,40
JANDIRA;3525003;126356;SP;sexta-feira, 10/07;0,39
JANDIRA;3525003;126356;SP;quinta-feira, 09/07;0,40
JANDIRA;3525003;126356;SP;quarta-feira, 08/07;0,39
JANDIRA;3525003;126356;SP;terça-feira, 07/07;0,39
JANDIRA;3525003;126356;SP;segunda-feira, 06/07;0,40
JANDIRA;3525003;126356;SP;domingo, 05/07;0,44
JANDIRA;3525003;126356;SP;sábado, 04/07;0,40
JANDIRA;3525003;126356;SP;sexta-feira, 03/07;0,39
JANDIRA;3525003;126356;SP;quinta-feira, 02/07;0,40
JANDIRA;3525003;126356;SP;quarta-feira, 01/07;0,40
JANDIRA;3525003;126356;SP;terça-feira, 30/06;0,40
JANDIRA;3525003;126356;SP;segunda-feira, 29/06;0,40
JANDIRA;3525003;126356;SP;domingo, 28/06;0,44
JANDIRA;3525003;126356;SP;sábado, 27/06;0,41
JANDIRA;3525003;126356;SP;sexta-feira, 26/06;0,40
JANDIRA;3525003;126356;SP;quinta-feira, 25/06;0,36
JANDIRA;3525003;126356;SP;quarta-feira, 24/06;0,41
JANDIRA;3525003;126356;SP;terça-feira, 23/06;0,40
JANDIRA;3525003;126356;SP;segunda-feira, 22/06;0,40
JANDIRA;3525003;126356;SP;domingo, 21/06;0,44
JANDIRA;3525003;126356;SP;sábado, 20/06;0,40
JANDIRA;3525003;126356;SP;sexta-feira, 19/06;0,40
JANDIRA;3525003;126356;SP;quinta-feira, 18/06;0,39
JANDIRA;3525003;126356;SP;quarta-feira, 17/06;0,40
JANDIRA;3525003;126356;SP;terça-feira, 16/06;0,41
JANDIRA;3525003;126356;SP;segunda-feira, 15/06;0,41
JANDIRA;3525003;126356;SP;domingo, 14/06;0,45
JANDIRA;3525003;126356;SP;sábado, 13/06;0,41
JANDIRA;3525003;126356;SP;sexta-feira, 12/06;0,40
JANDIRA;3525003;126356;SP;quinta-feira, 11/06;0,41
JANDIRA;3525003;126356;SP;quarta-feira, 10/06;0,40
JANDIRA;3525003;126356;SP;terça-feira, 09/06;0,40
JANDIRA;3525003;126356;SP;segunda-feira, 08/06;0,40
JANDIRA;3525003;126356;SP;domingo, 07/06;0,43
JANDIRA;3525003;126356;SP;sábado, 06/06;0,41
JANDIRA;3525003;126356;SP;sexta-feira, 05/06;0,39
JANDIRA;3525003;126356;SP;quinta-feira, 04/06;0,39
JANDIRA;3525003;126356;SP;quarta-feira, 03/06;0,39
JANDIRA;3525003;126356;SP;terça-feira, 02/06;0,42
JANDIRA;3525003;126356;SP;segunda-feira, 01/06;0,41
JANDIRA;3525003;126356;SP;domingo, 31/05;0,46
JANDIRA;3525003;126356;SP;sábado, 30/05;0,49
JANDIRA;3525003;126356;SP;sexta-feira, 29/05;0,40
JANDIRA;3525003;126356;SP;quinta-feira, 28/05;0,41
JANDIRA;3525003;126356;SP;quarta-feira, 27/05;0,41
JANDIRA;3525003;126356;SP;terça-feira, 26/05;0,39
JANDIRA;3525003;126356;SP;segunda-feira, 25/05;0,41
JANDIRA;3525003;126356;SP;domingo, 24/05;0,46
JANDIRA;3525003;126356;SP;sábado, 23/05;0,43
JANDIRA;3525003;126356;SP;sexta-feira, 22/05;0,41
JANDIRA;3525003;126356;SP;quinta-feira, 21/05;0,42
JANDIRA;3525003;126356;SP;quarta-feira, 20/05;0,41
JANDIRA;3525003;126356;SP;terça-feira, 19/05;0,42
JANDIRA;3525003;126356;SP;segunda-feira, 18/05;0,42
JANDIRA;3525003;126356;SP;domingo, 17/05;0,46
JANDIRA;3525003;126356;SP;sábado, 16/05;0,42
JANDIRA;3525003;126356;SP;sexta-feira, 15/05;0,49
JANDIRA;3525003;126356;SP;quinta-feira, 14/05;0,50
JANDIRA;3525003;126356;SP;quarta-feira, 13/05;0,49
JANDIRA;3525003;126356;SP;terça-feira, 12/05;0,48
JANDIRA;3525003;126356;SP;segunda-feira, 11/05;0,49
JANDIRA;3525003;126356;SP;domingo, 10/05;0,56
JANDIRA;3525003;126356;SP;sábado, 09/05;0,52
JANDIRA;3525003;126356;SP;sexta-feira, 08/05;0,47
JANDIRA;3525003;126356;SP;quinta-feira, 07/05;0,49
JANDIRA;3525003;126356;SP;quarta-feira, 06/05;0,48
JANDIRA;3525003;126356;SP;terça-feira, 05/05;0,49
JANDIRA;3525003;126356;SP;segunda-feira, 04/05;0,49
JANDIRA;3525003;126356;SP;domingo, 03/05;0,61
JANDIRA;3525003;126356;SP;sábado, 02/05;0,54
JANDIRA;3525003;126356;SP;sexta-feira, 01/05;0,56
JANDIRA;3525003;126356;SP;quinta-feira, 30/04;0,48
JANDIRA;3525003;126356;SP;quarta-feira, 29/04;0,49
JANDIRA;3525003;126356;SP;terça-feira, 28/04;0,49
JANDIRA;3525003;126356;SP;segunda-feira, 27/04;0,49
JANDIRA;3525003;126356;SP;domingo, 26/04;0,60
JANDIRA;3525003;126356;SP;sábado, 25/04;0,52
JANDIRA;3525003;126356;SP;sexta-feira, 24/04;0,48
JANDIRA;3525003;126356;SP;quinta-feira, 23/04;0,48
JANDIRA;3525003;126356;SP;quarta-feira, 22/04;0,47
JANDIRA;3525003;126356;SP;terça-feira, 21/04;0,57
JANDIRA;3525003;126356;SP;segunda-feira, 20/04;0,52
JANDIRA;3525003;126356;SP;domingo, 19/04;0,60
JANDIRA;3525003;126356;SP;sábado, 18/04;0,54
JANDIRA;3525003;126356;SP;sexta-feira, 17/04;0,50
JANDIRA;3525003;126356;SP;quinta-feira, 16/04;0,50
JANDIRA;3525003;126356;SP;quarta-feira, 15/04;0,52
JANDIRA;3525003;126356;SP;terça-feira, 14/04;0,52
JANDIRA;3525003;126356;SP;segunda-feira, 13/04;0,51
JANDIRA;3525003;126356;SP;domingo, 12/04;0,63
JANDIRA;3525003;126356;SP;sábado, 11/04;0,61
JANDIRA;3525003;126356;SP;sexta-feira, 10/04;0,60
JANDIRA;3525003;126356;SP;quinta-feira, 09/04;0,52
JANDIRA;3525003;126356;SP;quarta-feira, 08/04;0,51
JANDIRA;3525003;126356;SP;terça-feira, 07/04;0,50
JANDIRA;3525003;126356;SP;segunda-feira, 06/04;0,52
JANDIRA;3525003;126356;SP;domingo, 05/04;0,56
JANDIRA;3525003;126356;SP;sábado, 04/04;0,59
JANDIRA;3525003;126356;SP;sexta-feira, 03/04;0,55
JANDIRA;3525003;126356;SP;quinta-feira, 02/04;0,54
JANDIRA;3525003;126356;SP;quarta-feira, 01/04;0,56
JANDIRA;3525003;126356;SP;terça-feira, 31/03;0,55
JANDIRA;3525003;126356;SP;segunda-feira, 30/03;0,56
JANDIRA;3525003;126356;SP;domingo, 29/03;0,57
JANDIRA;3525003;126356;SP;sábado, 28/03;0,55
JANDIRA;3525003;126356;SP;sexta-feira, 27/03;0,50
JANDIRA;3525003;126356;SP;quinta-feira, 26/03;0,53
JANDIRA;3525003;126356;SP;quarta-feira, 25/03;0,51
JANDIRA;3525003;126356;SP;terça-feira, 24/03;0,51
JANDIRA;3525003;126356;SP;segunda-feira, 23/03;0,50
JANDIRA;3525003;126356;SP;domingo, 22/03;0,57
JANDIRA;3525003;126356;SP;sábado, 21/03;0,53
JANDIRA;3525003;126356;SP;sexta-feira, 20/03;0,42
JANDIRA;3525003;126356;SP;quinta-feira, 19/03;0,41
JANDIRA;3525003;126356;SP;quarta-feira, 18/03;0,32
JANDIRA;3525003;126356;SP;terça-feira, 17/03;0,37
JANDIRA;3525003;126356;SP;sexta-feira, 13/03;0,32
JANDIRA;3525003;126356;SP;quinta-feira, 12/03;0,30
JANDIRA;3525003;126356;SP;domingo, 08/03;0,32
JANDIRA;3525003;126356;SP;domingo, 01/03;0,33
JANDIRA;3525003;126356;SP;quarta-feira, 26/02;0,30
JAÚ;3525300;151881;SP;sexta-feira, 02/04;0,45
JAÚ;3525300;151881;SP;quinta-feira, 01/04;0,39
JAÚ;3525300;151881;SP;quarta-feira, 31/03;0,39
JAÚ;3525300;151881;SP;terça-feira, 30/03;0,40
JAÚ;3525300;151881;SP;segunda-feira, 29/03;0,39
JAÚ;3525300;151881;SP;domingo, 28/03;0,49
JAÚ;3525300;151881;SP;sábado, 27/03;0,42
JAÚ;3525300;151881;SP;sexta-feira, 26/03;0,39
JAÚ;3525300;151881;SP;quinta-feira, 25/03;0,40
JAÚ;3525300;151881;SP;quarta-feira, 24/03;0,39
JAÚ;3525300;151881;SP;terça-feira, 23/03;0,40
JAÚ;3525300;151881;SP;segunda-feira, 22/03;0,39
JAÚ;3525300;151881;SP;domingo, 21/03;0,48
JAÚ;3525300;151881;SP;sábado, 20/03;0,42
JAÚ;3525300;151881;SP;sexta-feira, 19/03;0,39
JAÚ;3525300;151881;SP;quinta-feira, 18/03;0,39
JAÚ;3525300;151881;SP;quarta-feira, 17/03;0,40
JAÚ;3525300;151881;SP;terça-feira, 16/03;0,40
JAÚ;3525300;151881;SP;segunda-feira, 15/03;0,40
JAÚ;3525300;151881;SP;domingo, 14/03;0,49
JAÚ;3525300;151881;SP;sábado, 13/03;0,42
JAÚ;3525300;151881;SP;sexta-feira, 12/03;0,39
JAÚ;3525300;151881;SP;quinta-feira, 11/03;0,40
JAÚ;3525300;151881;SP;quarta-feira, 10/03;0,40
JAÚ;3525300;151881;SP;terça-feira, 09/03;0,40
JAÚ;3525300;151881;SP;segunda-feira, 08/03;0,40
JAÚ;3525300;151881;SP;domingo, 07/03;0,52
JAÚ;3525300;151881;SP;sábado, 06/03;0,45
JAÚ;3525300;151881;SP;sexta-feira, 05/03;0,40
JAÚ;3525300;151881;SP;quinta-feira, 04/03;0,40
JAÚ;3525300;151881;SP;quarta-feira, 03/03;0,40
JAÚ;3525300;151881;SP;terça-feira, 02/03;0,41
JAÚ;3525300;151881;SP;segunda-feira, 01/03;0,40
JAÚ;3525300;151881;SP;domingo, 28/02;0,51
JAÚ;3525300;151881;SP;sábado, 27/02;0,44
JAÚ;3525300;151881;SP;sexta-feira, 26/02;0,39
JAÚ;3525300;151881;SP;quinta-feira, 25/02;0,40
JAÚ;3525300;151881;SP;quarta-feira, 24/02;0,49
JAÚ;3525300;151881;SP;terça-feira, 23/02;0,41
JAÚ;3525300;151881;SP;segunda-feira, 22/02;0,40
JAÚ;3525300;151881;SP;domingo, 21/02;0,51
JAÚ;3525300;151881;SP;sábado, 20/02;0,44
JAÚ;3525300;151881;SP;sexta-feira, 19/02;0,40
JAÚ;3525300;151881;SP;quinta-feira, 18/02;0,40
JAÚ;3525300;151881;SP;quarta-feira, 17/02;0,41
JAÚ;3525300;151881;SP;terça-feira, 16/02;0,42
JAÚ;3525300;151881;SP;segunda-feira, 15/02;0,49
JAÚ;3525300;151881;SP;domingo, 14/02;0,52
JAÚ;3525300;151881;SP;sábado, 13/02;0,43
JAÚ;3525300;151881;SP;sexta-feira, 12/02;0,40
JAÚ;3525300;151881;SP;quinta-feira, 11/02;0,40
JAÚ;3525300;151881;SP;quarta-feira, 10/02;0,40
JAÚ;3525300;151881;SP;terça-feira, 09/02;0,40
JAÚ;3525300;151881;SP;segunda-feira, 08/02;0,40
JAÚ;3525300;151881;SP;domingo, 07/02;0,50
JAÚ;3525300;151881;SP;sábado, 06/02;0,43
JAÚ;3525300;151881;SP;sexta-feira, 05/02;0,40
JAÚ;3525300;151881;SP;quinta-feira, 04/02;0,40
JAÚ;3525300;151881;SP;quarta-feira, 03/02;0,40
JAÚ;3525300;151881;SP;terça-feira, 02/02;0,41
JAÚ;3525300;151881;SP;segunda-feira, 01/02;0,40
JAÚ;3525300;151881;SP;domingo, 31/01;0,49
JAÚ;3525300;151881;SP;sábado, 30/01;0,42
JAÚ;3525300;151881;SP;sexta-feira, 29/01;0,41
JAÚ;3525300;151881;SP;quinta-feira, 28/01;0,40
JAÚ;3525300;151881;SP;quarta-feira, 27/01;0,39
JAÚ;3525300;151881;SP;terça-feira, 26/01;0,41
JAÚ;3525300;151881;SP;segunda-feira, 25/01;0,40
JAÚ;3525300;151881;SP;domingo, 24/01;0,47
JAÚ;3525300;151881;SP;sábado, 23/01;0,42
JAÚ;3525300;151881;SP;sexta-feira, 22/01;0,38
JAÚ;3525300;151881;SP;quinta-feira, 21/01;0,39
JAÚ;3525300;151881;SP;quarta-feira, 20/01;0,39
JAÚ;3525300;151881;SP;terça-feira, 19/01;0,40
JAÚ;3525300;151881;SP;segunda-feira, 18/01;0,38
JAÚ;3525300;151881;SP;domingo, 17/01;0,46
JAÚ;3525300;151881;SP;sábado, 16/01;0,41
JAÚ;3525300;151881;SP;sexta-feira, 15/01;0,38
JAÚ;3525300;151881;SP;quinta-feira, 14/01;0,39
JAÚ;3525300;151881;SP;quarta-feira, 13/01;0,39
JAÚ;3525300;151881;SP;terça-feira, 12/01;0,37
JAÚ;3525300;151881;SP;segunda-feira, 11/01;0,38
JAÚ;3525300;151881;SP;domingo, 10/01;0,45
JAÚ;3525300;151881;SP;sábado, 09/01;0,43
JAÚ;3525300;151881;SP;sexta-feira, 08/01;0,39
JAÚ;3525300;151881;SP;quinta-feira, 07/01;0,39
JAÚ;3525300;151881;SP;quarta-feira, 06/01;0,46
JAÚ;3525300;151881;SP;terça-feira, 05/01;0,39
JAÚ;3525300;151881;SP;segunda-feira, 04/01;0,39
JAÚ;3525300;151881;SP;domingo, 03/01;0,46
JAÚ;3525300;151881;SP;sábado, 02/01;0,44
JAÚ;3525300;151881;SP;sexta-feira, 01/01;0,44
JAÚ;3525300;151881;SP;quinta-feira, 31/12;0,41
JAÚ;3525300;151881;SP;quarta-feira, 30/12;0,40
JAÚ;3525300;151881;SP;terça-feira, 29/12;0,40
JAÚ;3525300;151881;SP;segunda-feira, 28/12;0,40
JAÚ;3525300;151881;SP;domingo, 27/12;0,46
JAÚ;3525300;151881;SP;sábado, 26/12;0,44
JAÚ;3525300;151881;SP;sexta-feira, 25/12;0,43
JAÚ;3525300;151881;SP;quinta-feira, 24/12;0,38
JAÚ;3525300;151881;SP;quarta-feira, 23/12;0,37
JAÚ;3525300;151881;SP;terça-feira, 22/12;0,38
JAÚ;3525300;151881;SP;segunda-feira, 21/12;0,37
JAÚ;3525300;151881;SP;domingo, 20/12;0,42
JAÚ;3525300;151881;SP;sábado, 19/12;0,38
JAÚ;3525300;151881;SP;sexta-feira, 18/12;0,37
JAÚ;3525300;151881;SP;quinta-feira, 17/12;0,37
JAÚ;3525300;151881;SP;quarta-feira, 16/12;0,37
JAÚ;3525300;151881;SP;terça-feira, 15/12;0,38
JAÚ;3525300;151881;SP;segunda-feira, 14/12;0,37
JAÚ;3525300;151881;SP;domingo, 13/12;0,42
JAÚ;3525300;151881;SP;sábado, 12/12;0,38
JAÚ;3525300;151881;SP;sexta-feira, 11/12;0,37
JAÚ;3525300;151881;SP;quinta-feira, 10/12;0,37
JAÚ;3525300;151881;SP;quarta-feira, 09/12;0,37
JAÚ;3525300;151881;SP;terça-feira, 08/12;0,39
JAÚ;3525300;151881;SP;segunda-feira, 07/12;0,37
JAÚ;3525300;151881;SP;domingo, 06/12;0,42
JAÚ;3525300;151881;SP;sábado, 05/12;0,38
JAÚ;3525300;151881;SP;sexta-feira, 04/12;0,38
JAÚ;3525300;151881;SP;quinta-feira, 03/12;0,38
